appointment_id,contact_id,daysmart_contact_id,appointment_date,service,staff_member,duration_minutes,amount_usd,status,location,data_status,import_date
APT-119298,DS-206586,DS-206586,2020-01-26,Consultation,Christian Watson,30,160.91,Cancelled,Online,LIVE,2026-04-14
APT-119299,DS-206586,DS-206586,2022-12-29,Haircut,Erik Jones,30,226.11,Completed,Downtown,LIVE,2026-04-14
APT-119300,DS-206586,DS-206586,2023-01-17,Manicure,Tony Best,120,76.18,Completed,Westside,LIVE,2026-04-14
APT-119301,DS-206586,DS-206586,2024-12-02,Keratin Treatment,James Crawford,60,255.26,Completed,Downtown,LIVE,2026-04-14
APT-119302,DS-206586,DS-206586,2026-02-01,Blowout,Luis Bonilla,90,273.77,No-Show,Downtown,LIVE,2026-04-14
APT-119303,DS-206586,DS-206586,2024-10-24,Haircut,Matthew White,60,231.58,Completed,Online,LIVE,2026-04-14
APT-119304,DS-206586,DS-206586,2023-02-14,Blowout,Ann Terry,45,76.88,No-Show,Online,LIVE,2026-04-14
APT-119305,DS-206586,DS-206586,2021-01-28,Facial,William Drake,60,222.36,Completed,Westside,LIVE,2026-04-14
APT-119306,DS-206587,DS-206587,2022-02-05,Haircut,Wendy Frost MD,30,105.68,Completed,Downtown,LIVE,2026-04-14
APT-119307,DS-206587,DS-206587,2024-01-29,Haircut,Amanda Esparza,45,203.09,Completed,Online,LIVE,2026-04-14
APT-119308,DS-206587,DS-206587,2025-10-22,Pedicure,Heather Martin,120,222.35,Completed,Main Branch,LIVE,2026-04-14
APT-119309,DS-206587,DS-206587,2025-03-10,Highlights,Elizabeth Baker,90,52.21,Completed,Downtown,LIVE,2026-04-14
APT-119310,DS-206587,DS-206587,2024-10-17,Blowout,Sara Reese,30,108.7,Cancelled,Main Branch,LIVE,2026-04-14
APT-119311,DS-206587,DS-206587,2021-12-17,Haircut,Jennifer Moore,90,121.9,Completed,Westside,LIVE,2026-04-14
APT-119312,DS-206588,DS-206588,2021-05-25,Blowout,Mark Mccarty,60,236.3,Completed,Main Branch,LIVE,2026-04-14
APT-119313,DS-206588,DS-206588,2019-04-05,Keratin Treatment,Larry Meyers,120,193.08,Completed,Westside,LIVE,2026-04-14
APT-119314,DS-206588,DS-206588,2019-07-18,Color Treatment,Holly Costa,60,222.81,Completed,Main Branch,LIVE,2026-04-14
APT-119315,DS-206589,DS-206589,2023-09-18,Keratin Treatment,Omar Bailey,120,60.88,Completed,Downtown,LIVE,2026-04-14
APT-119316,DS-206589,DS-206589,2020-02-23,Color Treatment,Zachary Baker,45,241.1,Completed,Westside,LIVE,2026-04-14
APT-119317,DS-206589,DS-206589,2019-05-18,Pedicure,David Lopez,120,187.45,Completed,Downtown,LIVE,2026-04-14
APT-119318,DS-206589,DS-206589,2025-03-24,Massage,Julie Pacheco,60,62.87,Cancelled,Main Branch,LIVE,2026-04-14
APT-119319,DS-206590,DS-206590,2020-01-17,Manicure,John Russo,120,112.47,Cancelled,Online,LIVE,2026-04-14
APT-119320,DS-206590,DS-206590,2019-09-06,Facial,Steven Rodriguez,30,129.71,Completed,Main Branch,LIVE,2026-04-14
APT-119321,DS-206590,DS-206590,2023-05-27,Facial,Ryan Wallace,60,271.55,Completed,Online,LIVE,2026-04-14
APT-119322,DS-206590,DS-206590,2023-06-19,Blowout,Bradley Byrd,60,290.24,Completed,Main Branch,LIVE,2026-04-14
APT-119323,DS-206590,DS-206590,2021-07-18,Facial,Jason Harris,45,299.38,Completed,Online,LIVE,2026-04-14
APT-119324,DS-206590,DS-206590,2019-07-30,Consultation,Thomas Ford,120,236.81,No-Show,Downtown,LIVE,2026-04-14
APT-119325,DS-206590,DS-206590,2024-10-18,Manicure,Andrew Bowman,120,166.88,No-Show,Westside,LIVE,2026-04-14
APT-119326,DS-206591,DS-206591,2019-03-12,Color Treatment,Devin Hall,60,295.97,Completed,Downtown,LIVE,2026-04-14
APT-119327,DS-206591,DS-206591,2024-05-30,Color Treatment,Tammy Diaz,90,289.89,Cancelled,Online,LIVE,2026-04-14
APT-119328,DS-206591,DS-206591,2021-05-19,Facial,Lindsey Aguilar,90,205.21,Cancelled,Online,LIVE,2026-04-14
APT-119329,DS-206591,DS-206591,2020-08-18,Pedicure,Jacqueline Santos,45,287.04,Completed,Main Branch,LIVE,2026-04-14
APT-119330,DS-206591,DS-206591,2020-07-25,Keratin Treatment,Rachel Powell,120,24.34,Completed,Downtown,LIVE,2026-04-14
APT-119331,DS-206591,DS-206591,2025-07-04,Highlights,Autumn Austin,90,205.03,Cancelled,Westside,LIVE,2026-04-14
APT-119332,DS-206591,DS-206591,2025-05-02,Blowout,Sarah Pena,30,54.21,Completed,Main Branch,LIVE,2026-04-14
APT-119333,DS-206591,DS-206591,2021-10-25,Blowout,Brett Santos,60,155.24,Completed,Online,LIVE,2026-04-14
APT-119334,DS-206591,DS-206591,2023-08-01,Manicure,Robert Booker,60,135.81,Completed,Westside,LIVE,2026-04-14
APT-119335,DS-206591,DS-206591,2026-04-01,Pedicure,John Reid,45,266.0,Cancelled,Online,LIVE,2026-04-14
APT-119336,DS-206591,DS-206591,2021-05-06,Pedicure,Robert Taylor,90,292.71,Cancelled,Main Branch,LIVE,2026-04-14
APT-119337,DS-206595,DS-206595,2022-04-06,Consultation,Kevin Stanley,45,241.5,Completed,Main Branch,LIVE,2026-04-14
APT-119338,DS-206595,DS-206595,2023-12-30,Massage,Matthew Smith,90,270.07,Completed,Westside,LIVE,2026-04-14
APT-119339,DS-206595,DS-206595,2023-04-13,Haircut,Cindy Griffin,30,254.92,Completed,Main Branch,LIVE,2026-04-14
APT-119340,DS-206595,DS-206595,2020-03-27,Blowout,Alan Mccall,30,244.3,Completed,Online,LIVE,2026-04-14
APT-119341,DS-206596,DS-206596,2026-01-21,Consultation,Rhonda Elliott,45,63.49,Completed,Online,LIVE,2026-04-14
APT-119342,DS-206596,DS-206596,2024-08-22,Color Treatment,Adam Olson,45,262.52,Completed,Main Branch,LIVE,2026-04-14
APT-119343,DS-206597,DS-206597,2026-02-16,Manicure,Brittany Ruiz,30,74.55,Completed,Westside,LIVE,2026-04-14
APT-119344,DS-206597,DS-206597,2024-09-23,Facial,Kim Mendoza,30,63.85,No-Show,Westside,LIVE,2026-04-14
APT-119345,DS-206597,DS-206597,2020-12-15,Haircut,Daniel Ponce,60,36.11,Completed,Downtown,LIVE,2026-04-14
APT-119346,DS-206597,DS-206597,2024-11-03,Highlights,Todd King,90,260.65,Completed,Downtown,LIVE,2026-04-14
APT-119347,DS-206597,DS-206597,2022-04-11,Massage,Jason Bauer,60,116.66,Completed,Main Branch,LIVE,2026-04-14
APT-119348,DS-206599,DS-206599,2020-02-21,Facial,Shannon Pope,30,242.18,Completed,Main Branch,LIVE,2026-04-14
APT-119349,DS-206599,DS-206599,2023-08-16,Facial,Dr. Grant Ruiz,30,229.48,Completed,Main Branch,LIVE,2026-04-14
APT-119350,DS-206599,DS-206599,2022-12-20,Blowout,Benjamin Garcia,90,256.31,No-Show,Downtown,LIVE,2026-04-14
APT-119351,DS-206599,DS-206599,2021-06-04,Consultation,Robert Smith,60,32.9,Completed,Westside,LIVE,2026-04-14
APT-119352,DS-206599,DS-206599,2019-06-27,Facial,Arthur Stevens,120,162.31,Completed,Downtown,LIVE,2026-04-14
APT-119353,DS-206602,DS-206602,2024-11-03,Facial,Jordan Smith,120,81.25,Cancelled,Main Branch,LIVE,2026-04-14
APT-119354,DS-206605,DS-206605,2020-12-17,Highlights,Brian Robinson,90,220.42,Completed,Westside,LIVE,2026-04-14
APT-119355,DS-206605,DS-206605,2026-03-27,Facial,Jennifer Steele,30,120.92,Completed,Downtown,LIVE,2026-04-14
APT-119356,DS-206609,DS-206609,2020-12-31,Blowout,Jeremy Thomas,90,70.38,Cancelled,Downtown,LIVE,2026-04-14
APT-119357,DS-206609,DS-206609,2024-01-21,Haircut,Sierra Frost,45,70.12,Completed,Online,LIVE,2026-04-14
APT-119358,DS-206609,DS-206609,2023-02-15,Facial,Maurice Hartman,30,221.06,Completed,Online,LIVE,2026-04-14
APT-119359,DS-206609,DS-206609,2020-12-07,Manicure,Michelle Gonzalez,45,103.17,Cancelled,Online,LIVE,2026-04-14
APT-119360,DS-206609,DS-206609,2024-09-25,Haircut,Jenna Foster,90,147.47,Completed,Online,LIVE,2026-04-14
APT-119361,DS-206609,DS-206609,2020-07-21,Pedicure,Jamie Wilson,90,50.06,Completed,Downtown,LIVE,2026-04-14
APT-119362,DS-206609,DS-206609,2021-08-28,Manicure,Eric Escobar,120,105.08,Completed,Online,LIVE,2026-04-14
APT-119363,DS-206609,DS-206609,2024-10-09,Consultation,Matthew Sims,30,72.43,Completed,Main Branch,LIVE,2026-04-14
APT-119364,DS-206609,DS-206609,2023-02-05,Facial,Laura Anderson,90,223.08,Completed,Online,LIVE,2026-04-14
APT-119365,DS-206609,DS-206609,2023-10-15,Blowout,Darlene Conrad,90,293.94,Completed,Downtown,LIVE,2026-04-14
APT-119366,DS-206610,DS-206610,2020-12-14,Highlights,Mary Green,90,93.35,Completed,Main Branch,LIVE,2026-04-14
APT-119367,DS-206610,DS-206610,2019-11-03,Haircut,Karen Johnson,120,213.48,Completed,Westside,LIVE,2026-04-14
APT-119368,DS-206610,DS-206610,2021-05-27,Massage,Kevin Rogers,90,260.62,Completed,Westside,LIVE,2026-04-14
APT-119369,DS-206610,DS-206610,2019-12-26,Highlights,Daniel Bailey,30,125.35,Completed,Online,LIVE,2026-04-14
APT-119370,DS-206612,DS-206612,2026-04-01,Consultation,Richard Evans,45,151.26,Completed,Online,LIVE,2026-04-14
APT-119371,DS-206612,DS-206612,2022-07-12,Facial,Alan French,90,114.16,Completed,Online,LIVE,2026-04-14
APT-119372,DS-206612,DS-206612,2024-10-12,Massage,Amy Pierce,90,39.36,No-Show,Main Branch,LIVE,2026-04-14
APT-119373,DS-206612,DS-206612,2019-12-20,Blowout,Kimberly Johnson,90,148.78,No-Show,Downtown,LIVE,2026-04-14
APT-119374,DS-206612,DS-206612,2020-11-26,Highlights,Julie Brown,90,34.09,Completed,Downtown,LIVE,2026-04-14
APT-119375,DS-206612,DS-206612,2024-04-09,Consultation,Elizabeth Hawkins,30,237.42,Completed,Main Branch,LIVE,2026-04-14
APT-119376,DS-206612,DS-206612,2021-03-23,Color Treatment,Andres Gregory,90,108.84,Cancelled,Online,LIVE,2026-04-14
APT-119377,DS-206612,DS-206612,2025-09-02,Keratin Treatment,Karen Barrett,30,297.1,Cancelled,Westside,LIVE,2026-04-14
APT-119378,DS-206613,DS-206613,2023-08-18,Color Treatment,Laurie Sparks,45,118.42,No-Show,Main Branch,LIVE,2026-04-14
APT-119379,DS-206613,DS-206613,2020-03-04,Color Treatment,Kevin Roy,120,209.07,Completed,Westside,LIVE,2026-04-14
APT-119380,DS-206616,DS-206616,2022-06-24,Highlights,Crystal Lewis,120,20.26,Completed,Main Branch,LIVE,2026-04-14
APT-119381,DS-206616,DS-206616,2025-08-21,Color Treatment,Christine Moody,30,195.04,Completed,Online,LIVE,2026-04-14
APT-119382,DS-206616,DS-206616,2025-12-08,Consultation,Sydney Hamilton,120,26.71,Completed,Westside,LIVE,2026-04-14
APT-119383,DS-206616,DS-206616,2025-05-18,Highlights,Dr. Nancy Robinson,30,177.28,No-Show,Downtown,LIVE,2026-04-14
APT-119384,DS-206617,DS-206617,2025-04-30,Massage,Tiffany Sutton,120,56.92,Completed,Online,LIVE,2026-04-14
APT-119385,DS-206617,DS-206617,2025-03-06,Highlights,Steven Lang Jr.,60,76.61,No-Show,Downtown,LIVE,2026-04-14
APT-119386,DS-206617,DS-206617,2022-01-30,Color Treatment,Brian Miller,60,103.85,Completed,Online,LIVE,2026-04-14
APT-119387,DS-206617,DS-206617,2023-11-22,Keratin Treatment,Charles Kidd,30,244.82,Completed,Westside,LIVE,2026-04-14
APT-119388,DS-206617,DS-206617,2020-06-05,Consultation,Michael Ray,30,121.26,Completed,Downtown,LIVE,2026-04-14
APT-119389,DS-206617,DS-206617,2024-07-02,Facial,Melissa Foster,45,66.92,Cancelled,Westside,LIVE,2026-04-14
APT-119390,DS-206620,DS-206620,2026-03-24,Highlights,Raymond Norman,90,118.53,Completed,Online,LIVE,2026-04-14
APT-119391,DS-206620,DS-206620,2021-05-27,Blowout,Anthony Hart,60,293.98,Completed,Main Branch,LIVE,2026-04-14
APT-119392,DS-206620,DS-206620,2025-06-21,Color Treatment,Keith Morris,60,243.81,Cancelled,Online,LIVE,2026-04-14
APT-119393,DS-206620,DS-206620,2019-11-15,Keratin Treatment,Michael Mosley,45,280.73,No-Show,Main Branch,LIVE,2026-04-14
APT-119394,DS-206620,DS-206620,2021-02-14,Haircut,Matthew Saunders DDS,45,244.14,Completed,Downtown,LIVE,2026-04-14
APT-119395,DS-206622,DS-206622,2022-10-09,Manicure,Natasha Brown,90,251.36,Cancelled,Main Branch,LIVE,2026-04-14
APT-119396,DS-206623,DS-206623,2025-12-07,Manicure,Dana Rodriguez,45,23.95,Completed,Online,LIVE,2026-04-14
APT-119397,DS-206623,DS-206623,2023-10-20,Manicure,Michelle Newman,45,29.17,Completed,Main Branch,LIVE,2026-04-14
APT-119398,DS-206624,DS-206624,2024-04-29,Color Treatment,Robert Martinez,30,241.01,Cancelled,Online,LIVE,2026-04-14
APT-119399,DS-206624,DS-206624,2022-05-31,Consultation,Courtney Walker,30,229.39,Completed,Online,LIVE,2026-04-14
APT-119400,DS-206624,DS-206624,2024-07-31,Keratin Treatment,John Ryan,90,125.5,Completed,Online,LIVE,2026-04-14
APT-119401,DS-206624,DS-206624,2021-10-03,Keratin Treatment,Shelby Johnson,60,115.01,Completed,Downtown,LIVE,2026-04-14
APT-119402,DS-206624,DS-206624,2019-04-27,Consultation,Adam Gonzalez,60,254.12,Completed,Downtown,LIVE,2026-04-14
APT-119403,DS-206624,DS-206624,2021-08-10,Manicure,Patty Hood,45,216.14,Completed,Westside,LIVE,2026-04-14
APT-119404,DS-206626,DS-206626,2020-01-16,Pedicure,Deanna Combs,120,154.17,Cancelled,Main Branch,LIVE,2026-04-14
APT-119405,DS-206626,DS-206626,2023-07-15,Facial,Alexis Clements,60,48.14,No-Show,Main Branch,LIVE,2026-04-14
APT-119406,DS-206626,DS-206626,2022-11-12,Color Treatment,Kevin Thomas,90,289.29,Completed,Online,LIVE,2026-04-14
APT-119407,DS-206626,DS-206626,2026-01-25,Blowout,Linda Turner,30,155.27,Completed,Downtown,LIVE,2026-04-14
APT-119408,DS-206626,DS-206626,2020-05-21,Blowout,Kyle Wagner,60,110.72,Completed,Main Branch,LIVE,2026-04-14
APT-119409,DS-206627,DS-206627,2025-12-15,Highlights,Kenneth Travis,90,123.26,Completed,Downtown,LIVE,2026-04-14
APT-119410,DS-206627,DS-206627,2025-05-26,Highlights,Martin Francis,120,121.03,No-Show,Main Branch,LIVE,2026-04-14
APT-119411,DS-206627,DS-206627,2021-03-12,Consultation,Shelley Joseph,120,226.81,Completed,Downtown,LIVE,2026-04-14
APT-119412,DS-206627,DS-206627,2025-09-25,Facial,Kimberly Lowe,90,178.66,No-Show,Westside,LIVE,2026-04-14
APT-119413,DS-206627,DS-206627,2025-08-30,Keratin Treatment,Brittany Ramos,30,193.12,No-Show,Downtown,LIVE,2026-04-14
APT-119414,DS-206629,DS-206629,2024-09-19,Blowout,William Harvey,45,37.6,Completed,Westside,LIVE,2026-04-14
APT-119415,DS-206629,DS-206629,2019-01-24,Keratin Treatment,Andrew Watson,90,190.57,Completed,Westside,LIVE,2026-04-14
APT-119416,DS-206629,DS-206629,2026-01-16,Blowout,Kevin Armstrong,120,210.64,No-Show,Main Branch,LIVE,2026-04-14
APT-119417,DS-206629,DS-206629,2026-03-11,Pedicure,Christopher Johnson,90,97.4,Completed,Main Branch,LIVE,2026-04-14
APT-119418,DS-206629,DS-206629,2023-03-28,Blowout,Charles Estrada,45,141.8,No-Show,Online,LIVE,2026-04-14
APT-119419,DS-206629,DS-206629,2024-12-11,Consultation,Debbie Williams,60,182.03,No-Show,Online,LIVE,2026-04-14
APT-119420,DS-206629,DS-206629,2021-12-21,Massage,Cynthia Johnson,120,278.42,Cancelled,Online,LIVE,2026-04-14
APT-119421,DS-206633,DS-206633,2023-08-23,Massage,Benjamin Morgan,45,91.09,No-Show,Main Branch,LIVE,2026-04-14
APT-119422,DS-206633,DS-206633,2024-12-21,Consultation,David Sparks,60,291.02,Completed,Westside,LIVE,2026-04-14
APT-119423,DS-206633,DS-206633,2019-03-02,Massage,Corey Hanna,45,112.9,Completed,Downtown,LIVE,2026-04-14
APT-119424,DS-206633,DS-206633,2019-04-10,Color Treatment,Mitchell Nichols,45,109.59,Completed,Westside,LIVE,2026-04-14
APT-119425,DS-206633,DS-206633,2021-07-08,Pedicure,Douglas Smith,120,153.49,Completed,Downtown,LIVE,2026-04-14
APT-119426,DS-206633,DS-206633,2025-12-27,Manicure,Jonathan Brown,30,255.98,Completed,Main Branch,LIVE,2026-04-14
APT-119427,DS-206635,DS-206635,2022-10-29,Blowout,Brandon Oconnor,60,221.09,No-Show,Downtown,LIVE,2026-04-14
APT-119428,DS-206635,DS-206635,2021-06-02,Massage,Mr. Louis Pineda,45,98.22,Completed,Westside,LIVE,2026-04-14
APT-119429,DS-206635,DS-206635,2025-10-01,Massage,Jasmine Davis,90,138.95,Completed,Online,LIVE,2026-04-14
APT-119430,DS-206635,DS-206635,2020-01-11,Massage,Joseph Moore,120,253.21,Completed,Main Branch,LIVE,2026-04-14
APT-119431,DS-206636,DS-206636,2020-03-16,Haircut,Jeffrey Nicholson,120,276.87,Completed,Main Branch,LIVE,2026-04-14
APT-119432,DS-206637,DS-206637,2023-08-10,Haircut,Benjamin Smith,45,154.77,Completed,Downtown,LIVE,2026-04-14
APT-119433,DS-206637,DS-206637,2021-08-13,Highlights,Chad Johnson,60,296.66,Cancelled,Downtown,LIVE,2026-04-14
APT-119434,DS-206637,DS-206637,2022-06-18,Keratin Treatment,Ryan Carlson,120,120.08,Completed,Main Branch,LIVE,2026-04-14
APT-119435,DS-206637,DS-206637,2022-02-08,Color Treatment,Mary Dunn MD,60,113.74,No-Show,Main Branch,LIVE,2026-04-14
APT-119436,DS-206637,DS-206637,2024-06-27,Color Treatment,Marilyn Maxwell,90,88.81,Completed,Downtown,LIVE,2026-04-14
APT-119437,DS-206637,DS-206637,2025-04-11,Haircut,Linda Cummings,120,140.91,Completed,Westside,LIVE,2026-04-14
APT-119438,DS-206637,DS-206637,2020-04-18,Consultation,Sherry Johnson,60,25.52,Completed,Main Branch,LIVE,2026-04-14
APT-119439,DS-206637,DS-206637,2023-06-14,Consultation,Julie Morales,30,290.38,Completed,Online,LIVE,2026-04-14
APT-119440,DS-206639,DS-206639,2025-09-01,Color Treatment,Kimberly Jones,120,185.48,Completed,Downtown,LIVE,2026-04-14
APT-119441,DS-206639,DS-206639,2024-09-01,Facial,Kevin Ferguson,90,139.3,Completed,Main Branch,LIVE,2026-04-14
APT-119442,DS-206639,DS-206639,2019-11-03,Facial,Joseph Grant,90,123.9,Completed,Downtown,LIVE,2026-04-14
APT-119443,DS-206639,DS-206639,2023-10-09,Facial,David Anthony,90,132.43,Completed,Downtown,LIVE,2026-04-14
APT-119444,DS-206641,DS-206641,2023-04-26,Haircut,Stephanie King,45,152.1,Completed,Downtown,LIVE,2026-04-14
APT-119445,DS-206641,DS-206641,2023-03-27,Consultation,Jacob Potter,45,266.23,Completed,Main Branch,LIVE,2026-04-14
APT-119446,DS-206641,DS-206641,2025-07-20,Facial,Laura Berry,90,187.73,Completed,Main Branch,LIVE,2026-04-14
APT-119447,DS-206641,DS-206641,2026-01-04,Manicure,John Fisher,120,172.56,No-Show,Downtown,LIVE,2026-04-14
APT-119448,DS-206641,DS-206641,2026-04-10,Haircut,Linda Mccormick,30,242.95,Completed,Downtown,LIVE,2026-04-14
APT-119449,DS-206642,DS-206642,2021-08-12,Keratin Treatment,Michael King,45,134.79,Completed,Online,LIVE,2026-04-14
APT-119450,DS-206642,DS-206642,2024-06-09,Haircut,Caitlin Evans,45,166.58,Completed,Westside,LIVE,2026-04-14
APT-119451,DS-206642,DS-206642,2019-01-20,Consultation,Dana Webb,45,233.72,Cancelled,Main Branch,LIVE,2026-04-14
APT-119452,DS-206642,DS-206642,2025-01-16,Manicure,Brandy Tanner,45,264.99,Completed,Westside,LIVE,2026-04-14
APT-119453,DS-206642,DS-206642,2024-02-18,Manicure,Jonathan Robertson,30,221.27,Completed,Westside,LIVE,2026-04-14
APT-119454,DS-206643,DS-206643,2022-04-25,Blowout,Sherri Barnes,120,290.16,Completed,Westside,LIVE,2026-04-14
APT-119455,DS-206643,DS-206643,2019-04-14,Facial,Jacob Vasquez,90,99.75,Completed,Main Branch,LIVE,2026-04-14
APT-119456,DS-206643,DS-206643,2024-03-22,Color Treatment,Michael Walsh,60,189.14,Completed,Westside,LIVE,2026-04-14
APT-119457,DS-206643,DS-206643,2020-10-09,Consultation,John Evans,45,74.55,Completed,Westside,LIVE,2026-04-14
APT-119458,DS-206643,DS-206643,2022-06-13,Massage,Kimberly Ortiz,90,49.68,Completed,Westside,LIVE,2026-04-14
APT-119459,DS-206643,DS-206643,2020-12-26,Massage,Hector Oliver,120,140.51,Completed,Westside,LIVE,2026-04-14
APT-119460,DS-206644,DS-206644,2021-03-19,Keratin Treatment,Crystal Hale,60,142.97,Cancelled,Westside,LIVE,2026-04-14
APT-119461,DS-206644,DS-206644,2025-03-26,Consultation,Laura Watson,90,195.62,Completed,Main Branch,LIVE,2026-04-14
APT-119462,DS-206645,DS-206645,2023-06-29,Pedicure,Gregory Roach,120,21.14,Completed,Downtown,LIVE,2026-04-14
APT-119463,DS-206645,DS-206645,2024-06-11,Keratin Treatment,Dr. Maurice White DDS,120,139.84,Completed,Online,LIVE,2026-04-14
APT-119464,DS-206645,DS-206645,2025-05-25,Pedicure,Michael Poole,120,246.33,Completed,Main Branch,LIVE,2026-04-14
APT-119465,DS-206647,DS-206647,2020-09-03,Color Treatment,Mr. Steven Warren DDS,120,184.62,No-Show,Online,LIVE,2026-04-14
APT-119466,DS-206647,DS-206647,2023-08-11,Massage,Andrea Crawford,60,179.53,Completed,Main Branch,LIVE,2026-04-14
APT-119467,DS-206647,DS-206647,2023-08-07,Consultation,Savannah Smith,60,251.9,No-Show,Downtown,LIVE,2026-04-14
APT-119468,DS-206647,DS-206647,2024-10-20,Color Treatment,Michael Nunez,30,31.28,Completed,Downtown,LIVE,2026-04-14
APT-119469,DS-206648,DS-206648,2024-12-23,Haircut,Monica Medina,30,153.82,Cancelled,Online,LIVE,2026-04-14
APT-119470,DS-206648,DS-206648,2025-12-13,Facial,Andrea Taylor,60,30.17,Cancelled,Main Branch,LIVE,2026-04-14
APT-119471,DS-206648,DS-206648,2023-10-05,Blowout,Crystal Chang MD,90,29.98,No-Show,Westside,LIVE,2026-04-14
APT-119472,DS-206648,DS-206648,2020-11-06,Manicure,Jennifer Carey,30,159.87,Completed,Online,LIVE,2026-04-14
APT-119473,DS-206648,DS-206648,2024-05-27,Manicure,Dana Harper,30,164.46,Completed,Online,LIVE,2026-04-14
APT-119474,DS-206648,DS-206648,2019-10-22,Facial,Destiny Watson,45,80.75,Completed,Main Branch,LIVE,2026-04-14
APT-119475,DS-206650,DS-206650,2024-12-17,Facial,Adrian Clayton,30,89.67,Completed,Downtown,LIVE,2026-04-14
APT-119476,DS-206650,DS-206650,2024-02-03,Massage,Eric Myers,30,72.13,Completed,Main Branch,LIVE,2026-04-14
APT-119477,DS-206650,DS-206650,2022-02-13,Highlights,Debbie Mitchell,90,237.95,Completed,Downtown,LIVE,2026-04-14
APT-119478,DS-206650,DS-206650,2020-01-19,Highlights,Jade Estrada,120,76.91,Cancelled,Downtown,LIVE,2026-04-14
APT-119479,DS-206650,DS-206650,2025-04-24,Consultation,Chad Snyder,30,94.91,Completed,Online,LIVE,2026-04-14
APT-119480,DS-206651,DS-206651,2021-05-18,Haircut,Jose Walters,120,94.62,No-Show,Main Branch,LIVE,2026-04-14
APT-119481,DS-206651,DS-206651,2020-05-14,Blowout,Andrea Allison,30,94.26,Cancelled,Downtown,LIVE,2026-04-14
APT-119482,DS-206651,DS-206651,2025-02-16,Blowout,Christopher Harmon,90,178.07,Completed,Westside,LIVE,2026-04-14
APT-119483,DS-206651,DS-206651,2023-02-25,Consultation,Melissa Johnston,60,277.61,Completed,Main Branch,LIVE,2026-04-14
APT-119484,DS-206651,DS-206651,2024-11-13,Facial,Kathleen Sandoval,90,38.31,Completed,Main Branch,LIVE,2026-04-14
APT-119485,DS-206652,DS-206652,2022-06-28,Keratin Treatment,Kathleen Lamb,30,222.94,Cancelled,Online,LIVE,2026-04-14
APT-119486,DS-206652,DS-206652,2023-09-03,Massage,Amanda Alexander,90,37.13,Cancelled,Westside,LIVE,2026-04-14
APT-119487,DS-206652,DS-206652,2021-10-17,Massage,Jon Chavez,30,248.22,Completed,Westside,LIVE,2026-04-14
APT-119488,DS-206652,DS-206652,2022-12-27,Highlights,Katherine Maynard,45,221.84,Completed,Downtown,LIVE,2026-04-14
APT-119489,DS-206652,DS-206652,2024-08-31,Consultation,William Swanson,45,25.34,Completed,Westside,LIVE,2026-04-14
APT-119490,DS-206652,DS-206652,2024-09-05,Blowout,Tina Davis,45,275.42,Completed,Downtown,LIVE,2026-04-14
APT-119491,DS-206652,DS-206652,2025-02-17,Blowout,Antonio Ward,120,275.72,Completed,Westside,LIVE,2026-04-14
APT-119492,DS-206653,DS-206653,2019-02-21,Facial,Andrew Mills,60,195.36,Completed,Westside,LIVE,2026-04-14
APT-119493,DS-206653,DS-206653,2019-10-05,Keratin Treatment,Jennifer Jones,45,137.22,No-Show,Westside,LIVE,2026-04-14
APT-119494,DS-206653,DS-206653,2021-08-27,Manicure,Mr. Jeffrey Watkins DDS,45,207.41,Completed,Online,LIVE,2026-04-14
APT-119495,DS-206653,DS-206653,2021-03-25,Massage,John Griffin,120,76.89,Completed,Westside,LIVE,2026-04-14
APT-119496,DS-206653,DS-206653,2021-01-08,Manicure,Anna Smith,120,177.49,Completed,Main Branch,LIVE,2026-04-14
APT-119497,DS-206653,DS-206653,2020-03-09,Consultation,Michael Williams,45,249.17,No-Show,Main Branch,LIVE,2026-04-14
APT-119498,DS-206653,DS-206653,2026-02-19,Color Treatment,Sean Miller,120,41.82,Completed,Main Branch,LIVE,2026-04-14
APT-119499,DS-206654,DS-206654,2022-04-16,Color Treatment,Jacob Booker,60,120.86,Completed,Westside,LIVE,2026-04-14
APT-119500,DS-206654,DS-206654,2026-03-17,Keratin Treatment,Courtney Hill,30,84.59,Completed,Online,LIVE,2026-04-14
APT-119501,DS-206654,DS-206654,2023-02-18,Massage,Eddie Nelson,45,111.65,Completed,Online,LIVE,2026-04-14
APT-119502,DS-206654,DS-206654,2019-04-21,Blowout,Douglas Jones,45,89.22,Cancelled,Downtown,LIVE,2026-04-14
APT-119503,DS-206654,DS-206654,2022-04-26,Manicure,Kelly Ruiz,45,78.23,Completed,Downtown,LIVE,2026-04-14
APT-119504,DS-206654,DS-206654,2025-05-28,Keratin Treatment,Victoria Richard,30,199.56,Cancelled,Main Branch,LIVE,2026-04-14
APT-119505,DS-206654,DS-206654,2024-08-31,Blowout,Ivan Frost,120,108.33,Completed,Downtown,LIVE,2026-04-14
APT-119506,DS-206654,DS-206654,2019-03-01,Highlights,Alicia Winters,45,206.38,Completed,Main Branch,LIVE,2026-04-14
APT-119507,DS-206654,DS-206654,2023-06-12,Highlights,Sarah Montoya,30,218.52,Cancelled,Main Branch,LIVE,2026-04-14
APT-119508,DS-206655,DS-206655,2025-06-16,Massage,Patricia Reid,60,61.65,Completed,Main Branch,LIVE,2026-04-14
